756	implantable cardioverter-defibrillator
757	Poly vasculature
758	lung
759	no calcified lymph nodes
760	normal in caliber
761	not obscured
762	vascular congestion
763	hilar enlargement
764	focal consolidation
765	hyperexpanded
766	mild blunting bilaterally
767	moderately enlarged
768	Right lung bases
769	compression fractures
770	Left pleural effusion
771	cardiophrenic angles
772	Right mid lung consolidation
773	osteopenia
774	distinct
775	no reticular opacities
776	larger than left
777	Right upper lobe
778	right middle lobe
779	left apex
780	expanded
781	tracheal dilation
782	anterior mediastinum
783	Bibasilar opacities
784	Left lower lobe
785	present without overt heart failure
786	Focal consolidation
787	cardiac apex
788	cardiothoracic ratio
789	peribronchial cuffing
790	emphysematous changes
791	Left-sided XXXX central line
792	vascular pedicle
793	surgical clips
794	diaphragmatic eventration
795	pectus carinatum
796	XXXX of atelectasis
797	left ventricular border
798	normal tapering
799	no change
800	diaphragmatic paralysis
801	aortopulmonary window
802	decreasing
803	Left lung aeration
804	consolidation
805	hilar calcifications
806	5 mm
807	well-expanded
808	no eventration
809	no pleural plaques
810	Left pleural effusions
811	Left-sided central venous catheter
812	retrosternal clear space
813	intact
814	COPD changes
